,요일,기상상태,노면상태,사고유형,연,월,일,시간,도시,구,동,도로형태1,도로형태2
145,5,2,0,0,0,0,4,17,0,4,94,2,5
146,5,2,0,1,0,0,4,17,0,7,46,2,5
147,5,2,0,1,0,0,4,17,0,4,150,0,2
148,5,2,0,0,0,0,4,18,0,3,129,0,4
149,5,2,0,1,0,0,4,18,0,2,34,2,5
150,5,2,0,1,0,0,4,18,0,4,181,2,5
151,5,2,0,1,0,0,4,19,0,5,153,0,3
152,5,2,0,1,0,0,4,19,0,4,181,2,5
153,5,2,0,1,0,0,4,21,0,6,194,2,5
154,5,2,0,1,0,0,4,21,0,1,145,0,3
155,5,2,0,0,0,0,4,21,0,1,151,2,5
156,5,2,0,1,0,0,4,21,0,4,150,0,2
157,5,2,0,1,0,0,4,22,0,6,68,0,3
158,5,2,0,1,0,0,4,23,0,6,66,0,2
159,4,2,0,1,0,0,5,2,0,5,89,2,5
160,4,2,0,1,0,0,5,3,0,2,189,0,2
161,4,2,0,1,0,0,5,6,0,1,125,2,5
162,4,2,0,1,0,0,5,8,0,4,172,0,3
163,4,2,0,1,0,0,5,12,0,0,38,0,2
164,4,2,0,1,0,0,5,12,0,2,18,0,3
165,4,2,0,1,0,0,5,12,0,7,22,0,4
166,4,2,0,1,0,0,5,12,0,4,70,2,5
167,4,2,0,1,0,0,5,13,0,3,131,2,5
168,4,2,0,1,0,0,5,13,0,1,114,2,5
169,4,2,0,1,0,0,5,13,0,4,12,2,5
170,4,2,0,1,0,0,5,14,0,0,82,2,5
171,4,2,0,1,0,0,5,14,0,1,114,0,4
172,4,2,0,1,0,0,5,14,0,4,173,2,5
173,4,2,0,1,0,0,5,15,0,1,103,2,5
174,4,2,0,1,0,0,5,15,0,4,94,0,3
175,4,2,0,1,0,0,5,16,0,1,144,0,2
176,4,2,0,1,0,0,5,17,0,7,13,2,5
177,4,2,0,1,0,0,5,18,0,1,4,2,5
178,4,2,0,1,0,0,5,18,0,4,150,0,3
179,4,2,0,1,0,0,5,19,0,6,78,0,2
180,4,2,0,0,0,0,5,20,0,5,183,0,2
181,4,2,0,1,0,0,5,21,0,4,173,0,2
182,4,2,0,1,0,0,5,23,0,6,68,0,2
183,4,2,0,0,0,0,5,23,0,1,103,2,5
184,4,2,0,1,0,0,5,23,0,1,103,0,3
185,4,0,0,1,0,0,5,23,0,1,65,2,5
186,3,2,0,1,0,0,6,2,0,1,171,2,5
187,3,2,0,0,0,0,6,5,0,6,68,2,5
188,3,2,0,1,0,0,6,7,0,1,42,2,5
189,3,2,0,1,0,0,6,7,0,7,84,0,3
190,3,2,0,1,0,0,6,7,0,1,151,0,2
191,3,2,0,2,0,0,6,8,0,3,15,2,5
192,3,2,0,1,0,0,6,8,0,4,19,2,5
193,3,2,0,1,0,0,6,10,0,4,43,2,5
194,3,2,0,0,0,0,6,10,0,4,79,0,3
195,3,2,0,1,0,0,6,10,0,4,19,2,5
196,3,2,0,1,0,0,6,12,0,0,82,0,3
197,3,2,0,1,0,0,6,12,0,3,149,2,5
198,3,2,0,1,0,0,6,12,0,1,103,2,5
199,3,2,0,1,0,0,6,13,0,6,194,2,5
200,3,2,0,0,0,0,6,13,0,1,36,0,2
201,3,2,0,1,0,0,6,14,0,4,174,2,5
202,3,2,0,1,0,0,6,15,0,7,13,2,5
203,3,2,0,1,0,0,6,15,0,4,175,2,5
204,3,2,0,0,0,0,6,15,0,4,19,2,5
205,3,2,0,1,0,0,6,16,0,3,129,0,3
206,3,2,0,0,0,0,6,16,0,6,168,0,2
207,3,2,0,1,0,0,6,16,0,1,65,2,5
208,3,2,0,1,0,0,6,17,0,6,68,0,2
209,3,2,0,1,0,0,6,18,0,0,38,0,3
210,3,2,0,0,0,0,6,18,0,3,149,2,5
211,3,2,0,0,0,0,6,18,0,1,114,0,2
212,3,2,0,1,0,0,6,18,0,4,29,0,3
213,3,2,0,2,0,0,6,18,0,1,111,1,5
214,3,2,0,1,0,0,6,19,0,6,123,0,2
215,3,2,0,1,0,0,6,19,0,7,39,2,5
216,3,2,0,1,0,0,6,20,0,2,34,0,2
217,3,2,0,1,0,0,6,20,0,2,34,0,3
218,3,2,0,1,0,0,6,21,0,1,80,0,2
219,3,2,0,1,0,0,6,22,0,4,174,2,5
220,6,2,0,1,0,0,7,6,0,3,128,2,5
221,6,5,0,1,0,0,7,6,0,5,183,2,5
222,6,2,0,1,0,0,7,7,0,4,5,0,3
223,6,2,0,1,0,0,7,8,0,2,192,2,5
224,6,2,0,1,0,0,7,8,0,4,31,0,3
225,6,2,0,1,0,0,7,8,0,7,22,2,5
226,6,2,0,1,0,0,7,9,0,0,152,2,5
227,6,2,0,0,0,0,7,9,0,4,175,2,5
228,6,2,0,0,0,0,7,9,0,4,14,0,2
229,6,2,0,1,0,0,7,9,0,4,64,2,5
230,6,2,0,1,0,0,7,10,0,6,152,2,5
231,6,2,0,0,0,0,7,10,0,6,78,2,5
232,6,2,0,1,0,0,7,10,0,1,145,0,3
233,6,2,0,1,0,0,7,10,0,2,192,0,3
234,6,2,0,1,0,0,7,10,0,4,94,2,5
235,6,2,0,0,0,0,7,12,0,7,97,0,4
236,6,2,0,1,0,0,7,13,0,4,29,0,3
237,6,2,0,1,0,0,7,13,0,1,163,1,5
238,6,2,0,1,0,0,7,14,0,2,34,2,5
239,6,2,0,0,0,0,7,14,0,1,111,0,3
240,6,2,0,1,0,0,7,15,0,1,103,2,5
241,6,2,0,1,0,0,7,15,0,4,174,2,5
242,6,2,0,1,0,0,7,15,0,4,175,0,3
243,6,2,0,0,0,0,7,17,0,6,68,2,5
244,6,2,0,1,0,0,7,19,0,6,123,0,3
245,6,0,0,1,0,0,7,21,0,0,82,0,3
246,6,2,0,0,0,0,7,21,0,1,171,0,3
247,6,2,0,0,0,0,7,21,0,5,183,1,5
248,6,2,0,1,0,0,7,21,0,4,187,2,5
249,6,2,0,0,0,0,7,23,0,0,82,2,5
250,2,2,0,0,0,0,8,1,0,7,96,2,5
251,2,0,0,1,0,0,8,1,0,1,138,0,2
252,2,2,0,0,0,0,8,2,0,3,155,2,5
253,2,2,0,1,0,0,8,7,0,4,94,2,5
254,2,2,0,0,0,0,8,7,0,5,89,2,5
255,2,2,0,2,0,0,8,7,0,4,17,2,5
256,2,2,0,1,0,0,8,8,0,4,94,2,5
257,2,2,0,1,0,0,8,9,0,3,129,0,4
258,2,2,0,1,0,0,8,9,0,6,165,2,5
259,2,2,0,1,0,0,8,9,0,6,126,0,3
260,2,2,0,0,0,0,8,11,0,0,38,0,2
261,2,2,0,1,0,0,8,11,0,5,153,2,5
262,2,2,0,1,0,0,8,11,0,4,91,0,3
263,2,2,0,0,0,0,8,12,0,2,192,2,5
264,2,2,0,1,0,0,8,14,0,6,194,2,5
265,2,2,0,0,0,0,8,15,0,6,99,2,5
266,2,2,0,1,0,0,8,15,0,4,150,0,3
267,2,2,0,1,0,0,8,16,0,7,98,2,5
268,2,2,0,1,0,0,8,16,0,1,151,0,2
269,2,2,0,1,0,0,8,18,0,6,194,2,5
270,2,2,0,1,0,0,8,18,0,1,103,2,5
271,2,2,0,1,0,0,8,19,0,1,114,0,3
272,2,2,0,1,0,0,8,20,0,4,63,0,2
273,2,2,0,1,0,0,8,21,0,0,38,0,2
274,2,2,0,0,0,0,8,21,0,6,126,1,5
275,2,2,0,1,0,0,8,21,0,6,194,2,5
276,2,2,0,1,0,0,8,21,0,1,125,2,5
277,2,2,0,0,0,0,8,21,0,1,180,0,2
278,2,2,0,1,0,0,8,21,0,4,63,0,3
279,2,2,0,1,0,0,8,21,0,4,150,2,5
280,2,2,0,1,0,0,8,21,0,4,106,0,3
281,1,2,0,1,0,0,9,1,0,2,34,2,5
282,1,2,0,1,0,0,9,2,0,4,43,0,3
283,1,2,0,0,0,0,9,4,0,1,138,2,5
284,1,2,0,0,0,0,9,7,0,1,144,0,3
285,1,2,0,0,0,0,9,8,0,0,38,2,5
286,1,2,0,1,0,0,9,9,0,1,114,2,5
287,1,2,0,1,0,0,9,10,0,4,17,2,5
288,1,2,0,1,0,0,9,11,0,4,79,2,5
289,1,2,0,0,0,0,9,12,0,6,78,2,5
290,1,2,0,1,0,0,9,12,0,6,99,0,2
291,1,2,0,0,0,0,9,13,0,3,131,2,5
292,1,2,0,0,0,0,9,13,0,4,106,0,4
293,1,2,0,1,0,0,9,14,0,6,117,2,5
294,1,2,0,1,0,0,9,15,0,6,194,0,2
295,1,2,0,1,0,0,9,15,0,6,168,2,5
296,1,2,0,0,0,0,9,15,0,7,40,0,2
297,1,2,0,1,0,0,9,16,0,3,51,0,3
298,1,2,0,1,0,0,9,16,0,3,129,0,3
299,1,2,0,1,0,0,9,16,0,2,185,0,2
300,1,2,0,0,0,0,9,16,0,4,94,0,3
301,1,2,0,1,0,0,9,17,0,2,32,2,5
302,1,2,0,1,0,0,9,17,0,7,22,2,5
303,1,2,0,1,0,0,9,18,0,6,78,0,2
304,1,2,0,0,0,0,9,19,0,6,194,2,5
305,1,2,0,1,0,0,9,19,0,4,31,2,5
306,1,0,0,0,0,0,9,19,0,1,81,2,5
307,1,2,0,0,0,0,9,20,0,3,75,0,3
308,1,2,0,1,0,0,9,20,0,4,106,2,5
309,1,2,0,1,0,0,9,20,0,4,17,2,5
310,1,2,0,1,0,0,9,21,0,3,149,0,3
311,1,2,0,1,0,0,9,21,0,6,118,2,5
312,1,2,0,0,0,0,9,21,0,4,43,1,5
313,1,2,0,1,0,0,9,23,0,0,38,2,5
314,0,2,0,0,0,0,10,0,0,1,114,2,5
315,0,2,0,2,0,0,10,3,0,6,168,2,5
316,0,2,0,1,0,0,10,4,0,4,70,0,3
317,0,2,0,1,0,0,10,8,0,3,148,2,5
318,0,2,0,1,0,0,10,8,0,2,34,2,5
319,0,2,0,1,0,0,10,9,0,4,175,0,3
320,0,2,0,0,0,0,10,10,0,3,169,0,3
321,0,2,0,1,0,0,10,10,0,6,99,0,2
322,0,2,0,1,0,0,10,11,0,6,165,0,2
323,0,2,0,1,0,0,10,11,0,1,144,0,3
324,0,2,0,0,0,0,10,12,0,6,99,0,4
325,0,2,0,1,0,0,10,14,0,7,84,2,5
326,0,2,0,1,0,0,10,15,0,0,82,0,2
327,0,2,0,1,0,0,10,15,0,7,58,0,3
328,0,2,0,1,0,0,10,16,0,6,78,2,5
329,0,2,0,1,0,0,10,17,0,1,80,0,2
330,0,2,0,1,0,0,10,17,0,4,17,0,3
331,0,2,0,0,0,0,10,18,0,3,128,0,3
332,0,2,0,1,0,0,10,18,0,6,168,0,2
333,0,2,0,1,0,0,10,18,0,5,25,2,5
334,0,2,0,1,0,0,10,19,0,3,131,2,5
335,0,2,0,1,0,0,10,19,0,6,78,0,3
336,0,2,0,1,0,0,10,19,0,1,171,0,2
337,0,2,0,1,0,0,10,19,0,2,34,0,3
338,0,2,0,1,0,0,10,19,0,4,174,2,5
339,0,2,0,1,0,0,10,20,0,1,103,0,3
340,0,2,0,1,0,0,10,20,0,1,103,2,5
341,0,2,0,1,0,0,10,20,0,2,189,0,3
342,0,2,0,1,0,0,10,20,0,5,183,2,5
343,0,2,0,1,0,0,10,20,0,1,138,1,5
344,0,2,0,1,0,0,10,21,0,5,25,0,3
345,0,2,0,2,0,0,10,23,0,2,146,2,5
346,5,2,0,1,0,0,11,0,0,1,147,0,3
347,5,2,0,1,0,0,11,1,0,3,128,0,2
348,5,2,0,2,0,0,11,1,0,6,126,2,5
349,5,2,0,0,0,0,11,1,0,2,34,0,4
350,5,2,0,1,0,0,11,2,0,1,103,2,5
351,5,3,4,1,0,0,11,2,0,1,191,0,3
352,5,3,4,1,0,0,11,4,0,0,38,0,3
353,5,2,0,2,0,0,11,5,0,6,66,2,5
354,5,3,4,1,0,0,11,5,0,2,146,0,3
355,5,2,0,1,0,0,11,5,0,5,89,2,5
356,5,2,4,2,0,0,11,6,0,6,78,0,3
357,5,2,4,1,0,0,11,6,0,5,153,0,2
358,5,3,4,1,0,0,11,7,0,1,144,0,3
359,5,3,4,0,0,0,11,7,0,4,5,0,4
360,5,3,4,1,0,0,11,8,0,5,183,2,5
361,5,3,4,1,0,0,11,9,0,6,68,0,3
362,5,2,0,1,0,0,11,9,0,1,144,4,7
363,5,3,4,1,0,0,11,10,0,7,16,0,3
364,5,2,0,1,0,0,11,11,0,1,114,0,3
365,5,2,4,1,0,0,11,12,0,6,194,2,5
366,5,2,0,1,0,0,11,12,0,7,22,2,5
367,5,2,0,0,0,0,11,13,0,1,151,0,4
368,5,2,0,1,0,0,11,13,0,4,63,0,2
369,5,5,4,1,0,0,11,14,0,3,131,2,5
370,5,2,0,1,0,0,11,15,0,2,135,2,5
371,5,2,0,1,0,0,11,15,0,4,173,2,5
372,5,2,0,1,0,0,11,15,0,4,5,0,2
373,5,2,0,1,0,0,11,16,0,4,174,2,5
374,5,2,0,0,0,0,11,17,0,1,114,2,5
375,5,2,4,1,0,0,11,17,0,5,143,2,5
376,5,2,0,1,0,0,11,17,0,5,183,2,5
377,5,2,0,1,0,0,11,17,0,1,4,2,5
378,5,2,0,0,0,0,11,18,0,0,38,2,5
379,5,2,0,1,0,0,11,18,0,3,129,2,5
380,5,2,0,1,0,0,11,19,0,1,111,2,5
381,5,2,0,1,0,0,11,21,0,7,96,2,5
382,5,2,0,0,0,0,11,22,0,3,6,0,3
383,5,2,0,1,0,0,11,22,0,6,78,2,5
384,4,2,0,1,0,0,12,1,0,1,138,0,3
385,4,2,0,1,0,0,12,5,0,6,68,0,2
386,4,5,0,0,0,0,12,6,0,1,36,0,4
387,4,2,0,1,0,0,12,6,0,2,18,2,5
388,4,2,0,1,0,0,12,6,0,5,183,1,5
389,4,2,0,1,0,0,12,8,0,4,94,0,3
390,4,2,0,1,0,0,12,11,0,3,6,1,5
391,4,2,0,1,0,0,12,13,0,4,150,0,3
392,4,2,0,2,0,0,12,14,0,0,82,2,8
393,4,2,0,1,0,0,12,15,0,3,131,2,5
394,4,2,0,1,0,0,12,15,0,7,61,2,5
395,4,2,0,0,0,0,12,17,0,4,31,2,5
396,4,2,0,1,0,0,12,17,0,7,96,2,5
397,4,2,0,1,0,0,12,18,0,3,124,2,5
398,4,2,0,1,0,0,12,18,0,6,165,0,2
399,4,2,0,1,0,0,12,18,0,7,13,2,5
400,4,2,0,1,0,0,12,19,0,1,125,2,5
401,4,2,0,1,0,0,12,20,0,2,34,0,3
402,4,2,0,1,0,0,12,22,0,1,138,2,5
403,4,2,0,1,0,0,12,23,0,6,116,2,5
404,4,2,0,1,0,0,12,23,0,7,58,0,3
405,3,2,0,0,0,0,13,1,0,6,78,0,3
406,3,2,0,1,0,0,13,5,0,5,25,2,5
407,3,2,0,1,0,0,13,6,0,5,25,0,3
408,3,2,0,1,0,0,13,7,0,6,117,2,5
409,3,2,0,1,0,0,13,7,0,2,34,0,2
410,3,2,0,1,0,0,13,7,0,2,34,0,3
411,3,2,0,1,0,0,13,8,0,3,64,0,3
412,3,2,0,1,0,0,13,8,0,4,172,0,3
413,3,2,0,1,0,0,13,8,0,7,98,0,3
414,3,2,0,1,0,0,13,9,0,2,32,0,3
415,3,2,0,1,0,0,13,10,0,1,144,0,3
416,3,2,0,1,0,0,13,11,0,4,175,0,3
417,3,2,0,2,0,0,13,12,0,6,78,0,2
418,3,2,0,1,0,0,13,12,0,5,183,2,5
419,3,2,0,1,0,0,13,13,0,1,4,2,5
420,3,2,0,1,0,0,13,13,0,1,4,2,5
421,3,2,0,0,0,0,13,14,0,1,171,2,5
422,3,2,0,1,0,0,13,14,0,4,79,2,5
423,3,2,0,1,0,0,13,14,0,1,151,2,5
424,3,2,0,1,0,0,13,15,0,2,192,2,5
425,3,2,0,0,0,0,13,15,0,4,172,0,4
426,3,2,0,1,0,0,13,16,0,4,11,0,3
427,3,2,0,1,0,0,13,16,0,5,25,2,5
428,3,2,0,1,0,0,13,16,0,1,65,2,5
429,3,2,0,1,0,0,13,16,0,5,89,2,5
430,3,2,0,2,0,0,13,16,0,5,89,2,5
431,3,2,0,0,0,0,13,17,0,3,64,2,5
432,3,2,0,1,0,0,13,17,0,1,144,0,2
433,3,2,4,1,0,0,13,17,0,2,18,2,5
434,3,2,0,0,0,0,13,17,0,4,175,2,5
435,3,2,0,1,0,0,13,18,0,3,2,0,3
436,3,2,0,2,0,0,13,18,0,5,89,2,5
437,3,2,0,1,0,0,13,19,0,6,95,1,5
438,3,2,0,0,0,0,13,19,0,1,171,2,5
439,3,2,0,1,0,0,13,20,0,1,81,2,5
440,3,2,0,0,0,0,13,20,0,1,103,2,5
441,3,2,0,1,0,0,13,20,0,5,166,2,5
442,3,2,0,1,0,0,13,20,0,1,144,2,5
443,3,2,0,1,0,0,13,21,0,2,34,0,2
444,3,2,0,0,0,0,13,22,0,6,68,2,5
445,6,2,0,1,0,0,14,2,0,5,89,0,3
446,6,2,0,1,0,0,14,4,0,4,63,0,3
447,6,2,0,1,0,0,14,5,0,2,192,0,2
448,6,2,0,1,0,0,14,5,0,1,151,0,3
449,6,2,0,0,0,0,14,8,0,3,75,1,5
450,6,2,0,1,0,0,14,11,0,1,111,0,3
451,6,2,0,0,0,0,14,12,0,0,38,2,5
452,6,2,0,1,0,0,14,12,0,6,66,2,5
453,6,2,0,1,0,0,14,12,0,5,153,1,5
454,6,2,0,1,0,0,14,12,0,4,150,0,2
455,6,2,0,1,0,0,14,13,0,6,68,2,5
456,6,2,0,1,0,0,14,13,0,4,70,2,5
457,6,2,0,1,0,0,14,15,0,4,94,0,3
458,6,2,0,1,0,0,14,17,0,3,195,0,2
459,6,2,0,0,0,0,14,17,0,7,40,2,9
460,6,2,0,1,0,0,14,18,0,1,80,0,3
461,6,2,0,1,0,0,14,18,0,1,42,0,3
462,6,2,0,1,0,0,14,18,0,4,94,0,2
463,6,2,0,1,0,0,14,18,0,1,125,0,2
464,6,2,0,0,0,0,14,19,0,6,194,2,5
465,6,2,0,0,0,0,14,21,0,3,195,0,2
466,6,2,0,0,0,0,14,21,0,4,174,2,5
467,6,2,0,0,0,0,14,21,0,1,138,2,5
468,6,2,0,1,0,0,14,22,0,1,147,2,5
469,6,2,0,1,0,0,14,22,0,5,89,2,5
470,6,2,0,0,0,0,14,23,0,4,10,2,5
471,2,2,0,1,0,0,15,0,0,7,96,2,5
472,2,2,0,1,0,0,15,6,0,4,79,0,3
473,2,2,0,0,0,0,15,6,0,5,183,2,5
474,2,2,0,1,0,0,15,6,0,5,183,0,3
475,2,2,0,1,0,0,15,9,0,2,146,2,5
476,2,2,0,0,0,0,15,9,0,1,138,2,5
477,2,2,0,1,0,0,15,10,0,3,2,0,2
478,2,2,0,1,0,0,15,10,0,4,79,0,3
479,2,2,0,1,0,0,15,11,0,0,82,2,5
480,2,2,0,0,0,0,15,12,0,4,11,0,3
481,2,2,0,1,0,0,15,12,0,7,54,0,3
482,2,2,0,0,0,0,15,13,0,6,117,0,4
483,2,2,0,1,0,0,15,13,0,4,79,2,5
484,2,2,0,0,0,0,15,14,0,6,165,2,5
485,2,2,0,1,0,0,15,14,0,1,171,0,3
486,2,2,0,1,0,0,15,14,0,7,39,2,5
487,2,2,0,1,0,0,15,14,0,1,151,2,5
488,2,2,0,1,0,0,15,14,0,1,151,2,5
489,2,2,0,1,0,0,15,14,0,4,17,0,2
490,2,2,0,1,0,0,15,15,0,0,38,2,5
491,2,2,0,1,0,0,15,15,0,6,123,2,5
492,2,2,0,1,0,0,15,15,0,1,114,2,5
493,2,2,0,1,0,0,15,15,0,2,34,2,5
494,2,2,0,1,0,0,15,16,0,1,163,0,2
495,2,2,0,2,0,0,15,17,0,4,174,2,5
